Week,Workout,Gym Exercise,Travel Exercise,# Sets
37,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
37,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
37,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
37,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
37,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
37,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
37,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
37,Lower Body A,Pallof Press,Side Plank or Towel ISO Press,3
37,Upper Body B,Dead Bugs,Dead Bugs,3
37,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
37,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
37,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
37,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
37,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
37,Extra Upper,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
37,Extra Upper,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
37,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
37,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
37,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
37,Bonus Core,Dead Bugs,Dead Bugs,3
37,Bonus Core,Side Plank,Side Plank,3
37,Bonus Core,Plank Hold,Plank Hold,3
37,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
38,Upper Body A,Side Plank,Side Plank,3
38,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
38,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
38,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
38,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
38,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
38,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
38,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
38,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
38,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
38,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
38,Lower Body B,Plank Hold,Plank Hold,3
38,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
38,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
38,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
38,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
38,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
38,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
38,Extra Upper,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
38,Extra Upper,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
38,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
38,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
38,Extra Upper,Dead Bugs,Dead Bugs,3
38,Bonus Core,Dead Bugs,Dead Bugs,3
38,Bonus Core,Side Plank,Side Plank,3
38,Bonus Core,Plank Hold,Plank Hold,3
38,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
39,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
39,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
39,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
39,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
39,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
39,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
39,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
39,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
39,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
39,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
39,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
39,Lower Body A,Side Plank,Side Plank,3
39,Upper Body B,Plank Hold,Plank Hold,3
39,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
39,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
39,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
39,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
39,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
39,Extra Upper,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
39,Extra Upper,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
39,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
39,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
39,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
39,Bonus Core,Dead Bugs,Dead Bugs,3
39,Bonus Core,Side Plank,Side Plank,3
39,Bonus Core,Plank Hold,Plank Hold,3
39,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
40,Upper Body A,Dead Bugs,Dead Bugs,3
40,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
40,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
40,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
40,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
40,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
40,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
40,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
40,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
40,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
40,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
40,Lower Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
40,Upper Body B,Side Plank,Side Plank,3
40,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
40,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
40,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
40,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
40,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
40,Extra Upper,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
40,Extra Upper,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
40,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
40,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
40,Extra Upper,Plank Hold,Plank Hold,3
40,Bonus Core,Dead Bugs,Dead Bugs,3
40,Bonus Core,Side Plank,Side Plank,3
40,Bonus Core,Plank Hold,Plank Hold,3
40,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
41,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
41,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
41,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
41,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
41,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
41,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
41,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
41,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
41,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
41,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
41,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
41,Lower Body A,Dead Bugs,Dead Bugs,3
41,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
41,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
41,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
41,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
41,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
41,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
41,Extra Upper,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
41,Extra Upper,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
41,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
41,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
41,Extra Upper,Side Plank,Side Plank,3
41,Bonus Core,Dead Bugs,Dead Bugs,3
41,Bonus Core,Side Plank,Side Plank,3
41,Bonus Core,Plank Hold,Plank Hold,3
41,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
42,Upper Body A,Plank Hold,Plank Hold,3
42,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
42,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
42,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
42,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
42,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
42,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
42,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
42,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
42,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
42,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
42,Lower Body B,Pallof Press,Side Plank or Towel ISO Press,3
42,Upper Body B,Dead Bugs,Dead Bugs,3
42,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
42,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
42,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
42,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
42,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
42,Extra Upper,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
42,Extra Upper,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
42,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
42,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
42,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
42,Bonus Core,Dead Bugs,Dead Bugs,3
42,Bonus Core,Side Plank,Side Plank,3
42,Bonus Core,Plank Hold,Plank Hold,3
42,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
43,Upper Body A,Side Plank,Side Plank,3
43,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
43,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
43,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
43,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
43,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
43,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
43,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
43,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
43,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
43,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
43,Lower Body A,Plank Hold,Plank Hold,3
43,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
43,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
43,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
43,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
43,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
43,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
43,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
43,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
43,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
43,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
43,Extra Upper,Dead Bugs,Dead Bugs,3
43,Bonus Core,Dead Bugs,Dead Bugs,3
43,Bonus Core,Side Plank,Side Plank,3
43,Bonus Core,Plank Hold,Plank Hold,3
43,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
44,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
44,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
44,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
44,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
44,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
44,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
44,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
44,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
44,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
44,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
44,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
44,Lower Body B,Side Plank,Side Plank,3
44,Upper Body B,Plank Hold,Plank Hold,3
44,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
44,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
44,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
44,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
44,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
44,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
44,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
44,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
44,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
44,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
44,Bonus Core,Dead Bugs,Dead Bugs,3
44,Bonus Core,Side Plank,Side Plank,3
44,Bonus Core,Plank Hold,Plank Hold,3
44,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
45,Upper Body A,Dead Bugs,Dead Bugs,3
45,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
45,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
45,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
45,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
45,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
45,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
45,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
45,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
45,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
45,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
45,Lower Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
45,Upper Body B,Side Plank,Side Plank,3
45,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
45,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
45,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
45,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
45,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
45,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
45,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
45,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
45,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
45,Extra Upper,Plank Hold,Plank Hold,3
45,Bonus Core,Dead Bugs,Dead Bugs,3
45,Bonus Core,Side Plank,Side Plank,3
45,Bonus Core,Plank Hold,Plank Hold,3
45,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
46,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
46,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
46,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
46,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
46,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
46,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
46,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
46,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
46,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
46,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
46,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
46,Lower Body B,Dead Bugs,Dead Bugs,3
46,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
46,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
46,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
46,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
46,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
46,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
46,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
46,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
46,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
46,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
46,Extra Upper,Side Plank,Side Plank,3
46,Bonus Core,Dead Bugs,Dead Bugs,3
46,Bonus Core,Side Plank,Side Plank,3
46,Bonus Core,Plank Hold,Plank Hold,3
46,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
47,Upper Body A,Plank Hold,Plank Hold,3
47,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
47,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
47,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
47,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
47,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
47,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
47,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
47,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
47,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
47,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
47,Lower Body A,Pallof Press,Side Plank or Towel ISO Press,3
47,Upper Body B,Dead Bugs,Dead Bugs,3
47,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
47,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
47,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
47,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
47,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
47,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
47,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
47,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
47,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
47,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
47,Bonus Core,Dead Bugs,Dead Bugs,3
47,Bonus Core,Side Plank,Side Plank,3
47,Bonus Core,Plank Hold,Plank Hold,3
47,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
48,Upper Body A,Side Plank,Side Plank,3
48,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
48,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
48,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
48,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
48,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
48,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
48,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
48,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
48,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
48,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
48,Lower Body B,Plank Hold,Plank Hold,3
48,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
48,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
48,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
48,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
48,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
48,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
48,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
48,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
48,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
48,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
48,Extra Upper,Dead Bugs,Dead Bugs,3
48,Bonus Core,Dead Bugs,Dead Bugs,3
48,Bonus Core,Side Plank,Side Plank,3
48,Bonus Core,Plank Hold,Plank Hold,3
48,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
